amfi_code,cagr,scheme_name,sharpe_ratio,max_drawdown,score
100016,2.6352458116335464,HDFC Top 100 Fund - Regular Plan - Growth,-0.20151706755966942,-24.7344408806733,-9.674777297107969
100025,4.455091155784441,HDFC Short Term Debt Fund - Regular - Growth,-0.5670947928476845,-4.308263824636346,-15.646950972465582
100033,30.099703552874523,HDFC Mid-Cap Opportunities Fund - Regular - Growth,1.0936987435346315,-16.21720857464485,44.61737236754724
101206,23.520488754230385,ABSL Frontline Equity Fund - Regular - Growth,1.0272133278753697,-11.291596329323077,40.31832494751167
101207,7.933120999915699,ABSL Small Cap Fund - Regular - Growth,0.1626607692864677,-35.44691649336603,1.7570002798786728
101208,6.504429821332125,ABSL Liquid Fund - Regular - Growth,-0.8155673679088261,-0.16224980244717319,-21.247256087088154
102885,18.218826089343754,UTI Nifty 50 Index Fund - Regular - Growth,0.8170993373494365,-10.859862152502323,31.45042073465451
102886,1.17093879842316,UTI Mid Cap Fund - Regular - Growth,-0.2058316078547032,-28.00112356639287,-11.18970354970809
102887,16.828673461948984,UTI Flexi Cap Fund - Regular - Growth,0.6195175900829826,-21.53982711238323,22.691899010987324
118632,24.03119561352478,Nippon India Large Cap Fund - Regular - Growth,1.0816591793457035,-17.41407508665723,40.98255816980205
118633,16.262218000296524,Nippon India Large Cap Fund - Direct - Growth,0.6452074382933211,-18.629743138595508,23.76138352122879
118634,16.36139647659338,Nippon India Small Cap Fund - Regular - Growth,0.4484340089089914,-23.34488614483311,16.96474127659981
118635,15.94548118508252,Nippon India ETF Nifty 50 BeES,0.6648569985490616,-11.650624505409093,25.588325647931285
118636,5.313155402760827,Nippon India Gilt Securities Fund - Regular - Growth,-0.3566295075143679,-8.316361763638701,-9.705579876778362
119092,6.363494757718979,Axis Bluechip Fund - Regular - Growth,0.030784850954585923,-14.401617909337267,1.2249693256296137
119093,7.891944369437343,Axis Bluechip Fund - Direct - Growth,0.1296144979566932,-21.75139637014823,3.4841278493898216
119094,28.192608222062464,Axis Midcap Fund - Regular - Growth,0.9982309868636414,-20.960883862039193,39.85105694453264
119095,1.5204552427132478,Axis Small Cap Fund - Regular - Growth,-0.07597357117478916,-51.67775370852657,-11.854530255592366
119120,5.885271270380055,SBI Magnum Gilt Fund - Regular Plan - Growth,-0.22657538662791585,-4.328728923970098,-4.720371748441467
119551,25.784920849464086,SBI Bluechip Fund - Regular Plan - Growth,1.2082665673727175,-15.012385498645333,46.137980346184506
119552,21.50802178549933,SBI Bluechip Fund - Direct Plan - Growth,0.9532794968660094,-11.8034935027643,36.991697098177085
119598,32.398083984645545,SBI Small Cap Fund - Regular Plan - Growth,0.9453082575156093,-28.706005721764555,38.81708857343814
119599,2.053064146209893,SBI Small Cap Fund - Direct Plan - Growth,-0.057186625828179925,-52.574221170128496,-11.203910935766151
120503,18.771330105513616,ICICI Pru Bluechip Fund - Regular - Growth,0.7979728586052853,-13.897862823061635,30.545278246303038
120504,23.277447532730513,ICICI Pru Bluechip Fund - Direct - Growth,1.0265242847992997,-12.588275606922513,39.91679718895975
120505,32.801599480386166,ICICI Pru Midcap Fund - Regular - Growth,1.1801011976606492,-18.188513572116292,48.166132955589305
120506,17.072227512921923,ICICI Pru Value Discovery Fund - Regular - Growth,0.6488787755249537,-19.82565826298267,24.037345369613035
120507,7.232410932344591,ICICI Pru Liquid Fund - Regular - Growth,0.49572339295331247,-0.09773140045925681,18.46836097467982
120841,13.522349085511554,Kotak Bluechip Fund - Regular - Growth,0.4942725378672353,-17.573614164687285,18.074627845835376
120842,6.696806255006482,Kotak Emerging Equity Fund - Regular - Growth,0.07599984804658923,-24.003511326274882,0.8276963036459417
120843,30.883325525154603,Kotak Flexicap Fund - Regular - Growth,1.3067439695428409,-12.97396816518679,52.049188215825176
120844,6.91037983940288,Kotak Liquid Fund - Regular - Growth,-0.08874729621557284,-0.11629327956168764,0.7695123773219175
125497,19.003613208378557,HDFC Top 100 Fund - Direct Plan - Growth,0.775790249821121,-15.200013055606393,29.735511487701633
125498,11.293660210400969,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.30061192104254764,-21.117279560132122,10.441731824450489
148567,30.949920362874206,Mirae Asset Large Cap Fund - Regular - Growth,1.4482911703262595,-11.26572907502827,56.670549476219236
148568,22.499840384352243,Mirae Asset Emerging Bluechip Fund - Regular - Growth,0.9262873467360144,-15.27259422823477,35.9840217486096
148569,31.924485848158724,Mirae Asset Tax Saver Fund - Regular - Growth,1.2349300257743294,-16.396742946932633,49.73079510792272
149322,13.383520958789363,DSP Top 100 Equity Fund - Regular - Growth,0.46403744922047724,-14.844576917771747,17.64396857245465
149323,29.558105232568344,DSP Midcap Fund - Regular - Growth,1.132121852474724,-17.24810575345138,45.29308703983561
149324,32.262107528416564,DSP Small Cap Fund - Regular - Growth,0.9497958246616028,-31.17190030063422,38.390548443929525
